! WACCM output from file data/concat_zm_all_2000.nc
! for F. Gordillo. MLP, Dec 2007
! Date:     19991112
! Lat:        38.000000; Lon:        0.0000000; Time= 0
! Output variables: 
!  z (km), Pressure (atm), Temperature (K), Total density (NT) (mol/cm3) and number densities (mol/cm3) of: 
!  O ,O3, N, NO, NO2, NO3, N2O, N2O5, H, OH, H2, HO2, H2O2, HNO3, CO
! No. of altitudes: 
     141
  89.00   1.997e-06 211.309   6.934e+13  1.951e+11  1.285e+08  1.605e+00  4.132e+07  3.827e+01  1.225e-04  8.855e+02  2.951e-12  1.283e+08  3.551e+04  2.976e+08  8.740e+02  1.779e+01  1.478e-04  7.563e+08
  88.00   2.348e-06 212.857   8.095e+13  1.701e+11  1.343e+08  2.422e+00  3.623e+07  3.957e+01  1.459e-04  1.070e+03  9.299e-12  1.426e+08  4.903e+04  3.479e+08  1.531e+03  4.207e+01  3.411e-04  8.517e+08
  87.00   2.753e-06 214.101   9.436e+13  1.325e+11  1.304e+08  4.194e+00  3.170e+07  4.206e+01  1.792e-04  1.291e+03  2.979e-11  1.530e+08  6.883e+04  4.067e+08  2.874e+03  1.076e+02  8.971e-04  9.662e+08
  86.00   3.227e-06 215.324   1.100e+14  1.024e+11  1.258e+08  7.336e+00  2.773e+07  4.481e+01  2.206e-04  1.558e+03  9.542e-11  1.637e+08  9.676e+04  4.754e+08  5.424e+03  2.752e+02  2.360e-03  1.097e+09
  85.00   3.783e-06 216.546   1.282e+14  7.909e+10  1.215e+08  1.283e+01  2.426e+07  4.773e+01  2.715e-04  1.881e+03  3.057e-10  1.751e+08  1.360e+05  5.558e+08  1.024e+04  7.039e+02  6.210e-03  1.245e+09
  84.00   4.428e-06 217.038   1.497e+14  5.161e+10  1.093e+08  2.480e+01  2.034e+07  6.631e+01  4.398e-04  2.280e+03  1.024e-09  1.730e+08  2.073e+05  6.532e+08  2.127e+04  1.923e+03  1.815e-02  1.433e+09
  83.00   5.181e-06 217.306   1.750e+14  3.197e+10  9.617e+07  4.943e+01  1.683e+07  9.993e+01  7.751e-04  2.766e+03  3.449e-09  1.668e+08  3.238e+05  7.690e+08  4.551e+04  5.303e+03  5.388e-02  1.656e+09
  82.00   6.063e-06 217.573   2.045e+14  1.981e+10  8.465e+07  9.851e+01  1.392e+07  1.506e+02  1.366e-03  3.356e+03  1.162e-08  1.608e+08  5.059e+05  9.053e+08  9.737e+04  1.463e+04  1.599e-01  1.914e+09
  81.00   7.094e-06 217.670   2.392e+14  9.356e+09  7.120e+07  1.807e+02  1.087e+07  4.600e+02  4.734e-03  4.105e+03  3.682e-08  1.223e+08  9.085e+05  1.061e+09  2.208e+05  3.246e+04  3.856e-01  2.211e+09
  80.00   8.300e-06 217.647   2.799e+14  3.645e+09  5.799e+07  3.124e+02  8.145e+06  2.322e+03  2.653e-02  5.036e+03  1.143e-07  7.866e+07  1.802e+06  1.239e+09  5.215e+05  6.705e+04  8.682e-01  2.551e+09
